stopTag,busLineTag,lat,lon,title,direction,order
13282,55,37.7655699,-122.41033,16th St & Bryant St,Inbound,8
13567,38,37.7810099,-122.5042299,43rd Ave & Clement St,Inbound to Downtown,1
13568,38,37.77978,-122.50414,43rd Ave & Point Lobos Ave,Inbound to Downtown,2
13619,56,37.70898,-122.3942199,Alana Way & Executive Park Blvd,Inbound to Visitacion Valley School,1
13692,56,37.71202,-122.40068,Blanken Ave & Tunnel Ave,Inbound to Visitacion Valley School,6
14575,56,37.7097999,-122.39284,Executive Park,Inbound to Visitacion Valley School,0
14576,56,37.71088,-122.39476,Executive Park Blvd & Blanken Ave,Inbound to Visitacion Valley School,2
14704,17,37.7152099,-122.4731699,Font Blvd & Chumasero Dr,Inbound to West Portal Station,10
14705,17,37.7159,-122.47429,Font Blvd & Cambon Dr,Inbound to West Portal Station,11
14773,28,37.8075599,-122.47502,Golden Gate Br. Parking Lot,Inbound to Fort Mason,29
14776,28,37.8066699,-122.47587,Merchant Rd & Golden Gate Br.,Inbound to Fort Mason,30
14809,9,37.7076999,-122.4184099,Geneva Ave & Castelo St,Inbound to Downtown,6
15247,M_OWL,37.7481599,-122.4589399,Forest Hill Station,Inbound to Embarcadero Station,17
15247,M_OWL,37.7481599,-122.4589399,Forest Hill Station,Inbound to Embarcadero Station,14
15247,K_OWL,37.7481599,-122.4589399,Forest Hill Station,Inbound to Embarcadero Station,17
15247,K_OWL,37.7481599,-122.4589399,Forest Hill Station,Inbound to Embarcadero Station,14
15450,36,37.73818,-122.4507099,555 Myra Way,Inbound to Forest Hill/Midtown Terrace,38
15451,36,37.7381999,-122.45088,555 Myra Way,Inbound to Forest Hill/Midtown Terrace,34
15452,36,37.7367399,-122.45379,Myra Way & Dalewood Way,Inbound to Forest Hill/Midtown Terrace,36
15453,36,37.7378199,-122.4514899,Myra Way & Molimo Dr,Inbound to Forest Hill/Midtown Terrace,35
15454,36,37.73773,-122.4517299,Myra Way & Molimo Dr,Inbound to Forest Hill/Midtown Terrace,37
15455,36,37.7392399,-122.45036,Myra Way & Omar Way,Inbound to Forest Hill/Midtown Terrace,39
15456,36,37.7392299,-122.45053,Myra Way & Omar Way,Inbound to Forest Hill/Midtown Terrace,33
15511,38,37.7818299,-122.50411,Fort Miley Hospital,Inbound to Downtown,0
16228,36,37.7401999,-122.45061,Reposa Way & Myra Way,Inbound to Forest Hill/Midtown Terrace,32
16229,36,37.7408199,-122.44936,Reposa Way & Teresita Blvd,Inbound to Forest Hill/Midtown Terrace,31
16339,9,37.7117,-122.4188599,Santos St & Brookdale Ave,Inbound to Downtown,3
16344,9,37.7085,-122.4200799,Santos St & Geneva Ave,Inbound to Downtown,5
16346,9,37.7100299,-122.41943,Santos St & Velasco Ave,Inbound to Downtown,4
16453,23,37.7355299,-122.50535,Sloat Blvd & 47th Ave OB,Inbound to the Bayview District,0
16565,9,37.7127899,-122.4195399,1725 Sunnydale Ave,Inbound to Downtown,2
16568,9,37.7132199,-122.4211499,1901 Sunnydale Ave,Inbound to Downtown,1
16575,9,37.7135499,-122.42222,McLaren School,Inbound to Downtown,0
17007,56,37.7109999,-122.3963599,Blanken Ave & Gillette,Inbound to Visitacion Valley School,3
17008,56,37.71121,-122.39723,Blanken Ave & Nueva,Inbound to Visitacion Valley School,4
17011,56,37.7116199,-122.3989599,Blanken Ave & Peninsula Ave,Inbound to Visitacion Valley School,5
17058,KT,37.7408899,-122.46585,West Portal Ave & Ulloa St,Inbound to Metro East Garage,13
17058,KT,37.7408899,-122.46585,West Portal Ave & Ulloa St,Inbound to Embarcadero Station,21
17058,KT,37.7408899,-122.46585,West Portal Ave & Ulloa St,Inbound to Embarcadero Station,16
17058,L_OWL,37.7408899,-122.4658499,West Portal Ave & Ulloa St,Inbound to Metro East Garage,13
17058,L_OWL,37.7408899,-122.4658499,West Portal Ave & Ulloa St,Inbound to Embarcadero Station,21
17058,L_OWL,37.7408899,-122.4658499,West Portal Ave & Ulloa St,Inbound to Embarcadero Station,16
17058,M_OWL,37.7408899,-122.4658499,West Portal Ave & Ulloa St,Inbound to Metro East Garage,13
17058,M_OWL,37.7408899,-122.4658499,West Portal Ave & Ulloa St,Inbound to Embarcadero Station,21
17058,M_OWL,37.7408899,-122.4658499,West Portal Ave & Ulloa St,Inbound to Embarcadero Station,16
17099,14L,37.7059799,-122.46131,Mission St & San Jose Ave OB,Inbound to Fremont & Mission,1
17186,16X,37.7653799,-122.47719,Lincoln Way & 19th Ave,Inbound to Downtown,21
17307,36,37.7400399,-122.4505399,Myra Way & Reposa Way,Inbound to Forest Hill/Midtown Terrace,40
3003,10,37.7818299,-122.3919399,2nd St & Brannan St,Inbound to Pacific Heights,34
3004,10,37.78185,-122.39223,2nd St & Brannan St,Outbound to General Hospital,33
3006,10,37.78285,-122.39347,2nd St & Bryant St,Outbound to General Hospital,32
3008,12,37.7853199,-122.39656,2nd St & Folsom St,Outbound to the Mission District,20
3008,12,37.7853199,-122.39656,2nd St & Folsom St,Outbound to General Hospital,30
3008,10,37.7853199,-122.39656,2nd St & Folsom St,Outbound to the Mission District,20
3008,10,37.7853199,-122.39656,2nd St & Folsom St,Outbound to General Hospital,30
3009,10,37.7845299,-122.3953199,2nd St & Harrison St,Inbound to Pacific Heights,35
3010,10,37.7840999,-122.3950199,2nd St & Harrison St,Outbound to General Hospital,31
3011,12,37.78656,-122.39811,2nd St & Howard St,Outbound to the Mission District,19
3011,12,37.78656,-122.39811,2nd St & Howard St,Outbound to General Hospital,29
3011,10,37.78656,-122.39811,2nd St & Howard St,Outbound to the Mission District,19
3011,10,37.78656,-122.39811,2nd St & Howard St,Outbound to General Hospital,29
3013,12,37.7886199,-122.4006499,2nd St & Stevenson St,Outbound to the Mission District,18
3013,12,37.7886199,-122.4006499,2nd St & Stevenson St,Outbound to General Hospital,28
3013,10,37.7886199,-122.4006499,2nd St & Stevenson St,Outbound to the Mission District,18
3013,10,37.7886199,-122.4006499,2nd St & Stevenson St,Outbound to General Hospital,28
3015,10,37.78062,-122.39068,2nd St & Townsend St,Outbound to General Hospital,34
3016,91,37.7726199,-122.3897899,3rd St & Mission Rock St,Outbound to West Portal Station,56
3016,91,37.7726199,-122.3897899,3rd St & Mission Rock St,Inbound to Visitacion Valley,16
3016,T_OWL,37.7726199,-122.3897899,3rd St & Mission Rock St,Outbound to West Portal Station,56
3016,T_OWL,37.7726199,-122.3897899,3rd St & Mission Rock St,Inbound to Visitacion Valley,16
3018,54,37.7277399,-122.40324,Bacon St & San Bruno Ave,Outbound to Daly City BART,22
3019,54,37.7276499,-122.40327,Bacon St & San Bruno Ave,Inbound to Bayview District,52
3020,54,37.7266699,-122.40746,Bacon St & Somerset St,Outbound to Daly City BART,25
3021,54,37.7265399,-122.40766,Bacon St & Somerset St,Inbound to Bayview District,49
3023,29,37.79025,-122.4822599,Baker Beach Parking Lot,Outbound to the Bayview District,1
3024,41,37.7976099,-122.4456899,Baker St & Greenwich St,Outbound to the Presidio,27
3024,41,37.7976099,-122.4456899,Baker St & Greenwich St,Outbound to the Presidio,30
3024,45,37.7976099,-122.4456899,Baker St & Greenwich St,Outbound to the Presidio,27
3024,45,37.7976099,-122.4456899,Baker St & Greenwich St,Outbound to the Presidio,30
3025,12,37.7983099,-122.4010899,Battery St & Broadway,Outbound to the Mission District,13
3025,12,37.7983099,-122.4010899,Battery St & Broadway,Outbound to Caltrain Depot,2
3025,12,37.7983099,-122.4010899,Battery St & Broadway,Outbound to General Hospital,23
3025,82X,37.7983099,-122.4010899,Battery St & Broadway,Outbound to the Mission District,13
3025,82X,37.7983099,-122.4010899,Battery St & Broadway,Outbound to Caltrain Depot,2
3025,82X,37.7983099,-122.4010899,Battery St & Broadway,Outbound to General Hospital,23
3025,10,37.7983099,-122.4010899,Battery St & Broadway,Outbound to the Mission District,13
3025,10,37.7983099,-122.4010899,Battery St & Broadway,Outbound to Caltrain Depot,2
3025,10,37.7983099,-122.4010899,Battery St & Broadway,Outbound to General Hospital,23
3026,82X,37.8021599,-122.40184,Battery St & Filbert St,Outbound to Caltrain Depot,0
3029,82X,37.8005499,-122.4015099,Battery St & Green St,Outbound to Caltrain Depot,1
3030,12,37.79686,-122.40077,Battery St & Jackson St,Outbound to the Mission District,14
3030,12,37.79686,-122.40077,Battery St & Jackson St,Outbound to Caltrain Depot,3
3030,12,37.79686,-122.40077,Battery St & Jackson St,Outbound to General Hospital,24
3030,82X,37.7968599,-122.4007699,Battery St & Jackson St,Outbound to the Mission District,14
3030,82X,37.7968599,-122.4007699,Battery St & Jackson St,Outbound to Caltrain Depot,3
3030,82X,37.7968599,-122.4007699,Battery St & Jackson St,Outbound to General Hospital,24
3030,10,37.79686,-122.40077,Battery St & Jackson St,Outbound to the Mission District,14
3030,10,37.79686,-122.40077,Battery St & Jackson St,Outbound to Caltrain Depot,3
3030,10,37.79686,-122.40077,Battery St & Jackson St,Outbound to General Hospital,24
3031,8BX,37.80609,-122.4091599,Bay St & Midway St,Inbound to Fisherman's Wharf,45
3031,8BX,37.80609,-122.4091599,Bay St & Midway St,Inbound to Fisherman's Wharf,55
3031,8X,37.80609,-122.4091599,Bay St & Midway St,Inbound to Fisherman's Wharf,45
3031,8X,37.80609,-122.4091599,Bay St & Midway St,Inbound to Fisherman's Wharf,55
3032,31BX,37.7774,-122.4617499,Balboa St & 4th Ave,Outbound to the Richmond District,10
3032,31BX,37.7774,-122.4617499,Balboa St & 4th Ave,Outbound to Ocean Beach,33
3032,31,37.7774,-122.4617499,Balboa St & 4th Ave,Outbound to the Richmond District,10
3032,31,37.7774,-122.4617499,Balboa St & 4th Ave,Outbound to Ocean Beach,33
3033,31BX,37.7772599,-122.46197,Balboa St & 4th Ave,Inbound to Downtown,4
3033,31BX,37.7772599,-122.46197,Balboa St & 4th Ave,Inbound to Downtown,22
3033,31,37.77726,-122.4619699,Balboa St & 4th Ave,Inbound to Downtown,4
3033,31,37.77726,-122.4619699,Balboa St & 4th Ave,Inbound to Downtown,22
3034,31BX,37.7772899,-122.46416,Balboa St & 6th Ave,Outbound to the Richmond District,11
3034,31BX,37.7772899,-122.46416,Balboa St & 6th Ave,Outbound to Ocean Beach,34
3034,31,37.7772899,-122.46416,Balboa St & 6th Ave,Outbound to the Richmond District,11
3034,31,37.7772899,-122.46416,Balboa St & 6th Ave,Outbound to Ocean Beach,34
3035,31BX,37.7771699,-122.46385,Balboa St & 6th Ave,Inbound to Downtown,3
3035,31BX,37.7771699,-122.46385,Balboa St & 6th Ave,Inbound to Downtown,21
3035,31,37.7771699,-122.46385,Balboa St & 6th Ave,Inbound to Downtown,3
3035,31,37.7771699,-122.46385,Balboa St & 6th Ave,Inbound to Downtown,21
3036,31BX,37.7771999,-122.46604,Balboa St & 8th Ave,Outbound to the Richmond District,12
3036,31BX,37.7771999,-122.46604,Balboa St & 8th Ave,Outbound to Ocean Beach,35
3036,31,37.7771999,-122.46604,Balboa St & 8th Ave,Outbound to the Richmond District,12
3036,31,37.7771999,-122.46604,Balboa St & 8th Ave,Outbound to Ocean Beach,35
3037,31BX,37.77707,-122.4662599,Balboa St & 8th Ave,Inbound to Downtown,2
3037,31BX,37.77707,-122.4662599,Balboa St & 8th Ave,Inbound to Downtown,20
3037,31,37.77707,-122.4662599,Balboa St & 8th Ave,Inbound to Downtown,2
3037,31,37.77707,-122.4662599,Balboa St & 8th Ave,Inbound to Downtown,20
3038,31BX,37.7770999,-122.46817,Balboa St & 10th Ave,Outbound to the Richmond District,13
3038,31BX,37.7770999,-122.46817,Balboa St & 10th Ave,Outbound to Ocean Beach,36
3038,31,37.7770999,-122.46817,Balboa St & 10th Ave,Outbound to the Richmond District,13
3038,31,37.7770999,-122.46817,Balboa St & 10th Ave,Outbound to Ocean Beach,36
3039,31BX,37.77697,-122.4683899,Balboa St & 10th Ave,Inbound to Downtown,1
3039,31BX,37.77697,-122.4683899,Balboa St & 10th Ave,Inbound to Downtown,19
3039,31,37.77697,-122.4683899,Balboa St & 10th Ave,Inbound to Downtown,1
3039,31,37.77697,-122.4683899,Balboa St & 10th Ave,Inbound to Downtown,19
3040,31BX,37.777,-122.4703099,Balboa St & 12th Ave,Outbound to the Richmond District,14
3040,31BX,37.777,-122.4703099,Balboa St & 12th Ave,Outbound to Ocean Beach,37
3040,31,37.7769999,-122.47031,Balboa St & 12th Ave,Outbound to the Richmond District,14
3040,31,37.7769999,-122.47031,Balboa St & 12th Ave,Outbound to Ocean Beach,37
3041,31BX,37.7768699,-122.47053,Balboa St & 12th Ave,Inbound to Downtown,0
3041,31BX,37.7768699,-122.47053,Balboa St & 12th Ave,Inbound to Downtown,18
3041,31,37.77687,-122.4705299,Balboa St & 12th Ave,Inbound to Downtown,0
3041,31,37.77687,-122.4705299,Balboa St & 12th Ave,Inbound to Downtown,18
3042,31AX,37.77678,-122.4726999,Balboa St & 14th Ave,Inbound to Downtown,17
3043,31,37.77676,-122.4757699,Balboa St & 17th Ave,Outbound to Ocean Beach,39
3043,31,37.77676,-122.4757699,Balboa St & 17th Ave,Outbound to the Richmond District,3
3043,31AX,37.77676,-122.4757699,Balboa St & 17th Ave,Outbound to Ocean Beach,39
3043,31AX,37.77676,-122.4757699,Balboa St & 17th Ave,Outbound to the Richmond District,3
3044,31,37.7766299,-122.47599,Balboa St & 17th Ave,Inbound to Downtown,16
3044,31,37.7766299,-122.47599,Balboa St & 17th Ave,Inbound to Downtown,16
3044,31AX,37.7766299,-122.47599,Balboa St & 17th Ave,Inbound to Downtown,16
3044,31AX,37.7766299,-122.47599,Balboa St & 17th Ave,Inbound to Downtown,16
3045,31,37.77666,-122.4779099,Balboa St & 19th Ave,Outbound to Ocean Beach,40
3045,31,37.77666,-122.4779099,Balboa St & 19th Ave,Outbound to the Richmond District,4
3045,31AX,37.77666,-122.4779099,Balboa St & 19th Ave,Outbound to Ocean Beach,40
3045,31AX,37.77666,-122.4779099,Balboa St & 19th Ave,Outbound to the Richmond District,4
3046,31,37.77653,-122.4781299,Balboa St & 19th Ave,Inbound to Downtown,15
3046,31,37.77653,-122.4781299,Balboa St & 19th Ave,Inbound to Downtown,15
3046,31AX,37.7765299,-122.47813,Balboa St & 19th Ave,Inbound to Downtown,15
3046,31AX,37.7765299,-122.47813,Balboa St & 19th Ave,Inbound to Downtown,15
3047,31,37.7765599,-122.48006,Balboa St & 21st Ave,Outbound to Ocean Beach,41
3047,31,37.7765599,-122.48006,Balboa St & 21st Ave,Outbound to the Richmond District,5
3047,31AX,37.7765599,-122.48006,Balboa St & 21st Ave,Outbound to Ocean Beach,41
3047,31AX,37.7765599,-122.48006,Balboa St & 21st Ave,Outbound to the Richmond District,5
3048,31,37.77643,-122.4802699,Balboa St & 21st Ave,Inbound to Downtown,14
3048,31,37.77643,-122.4802699,Balboa St & 21st Ave,Inbound to Downtown,14
3048,31AX,37.7764299,-122.48027,Balboa St & 21st Ave,Inbound to Downtown,14
3048,31AX,37.7764299,-122.48027,Balboa St & 21st Ave,Inbound to Downtown,14
3049,31,37.7764699,-122.48219,Balboa St & 23rd Ave,Outbound to Ocean Beach,42
3049,31,37.7764699,-122.48219,Balboa St & 23rd Ave,Outbound to the Richmond District,6
3049,31AX,37.7764699,-122.48219,Balboa St & 23rd Ave,Outbound to Ocean Beach,42
3049,31AX,37.7764699,-122.48219,Balboa St & 23rd Ave,Outbound to the Richmond District,6
3050,31,37.7763299,-122.48242,Balboa St & 23rd Ave,Inbound to Downtown,13
3050,31,37.7763299,-122.48242,Balboa St & 23rd Ave,Inbound to Downtown,13
3050,31AX,37.77633,-122.4824199,Balboa St & 23rd Ave,Inbound to Downtown,13
3050,31AX,37.77633,-122.4824199,Balboa St & 23rd Ave,Inbound to Downtown,13
3051,31,37.7763599,-122.48461,Balboa St & 25th Ave,Outbound to Ocean Beach,43
3051,31,37.7763599,-122.48461,Balboa St & 25th Ave,Outbound to the Richmond District,7
3051,31AX,37.7763599,-122.48461,Balboa St & 25th Ave,Outbound to Ocean Beach,43
3051,31AX,37.7763599,-122.48461,Balboa St & 25th Ave,Outbound to the Richmond District,7
3052,31,37.7762399,-122.4843,Balboa St & 25th Ave,Inbound to Downtown,12
3052,31,37.7762399,-122.4843,Balboa St & 25th Ave,Inbound to Downtown,12
3052,31AX,37.77624,-122.4842999,Balboa St & 25th Ave,Inbound to Downtown,12
3052,31AX,37.77624,-122.4842999,Balboa St & 25th Ave,Inbound to Downtown,12
3053,31,37.7762199,-122.48755,Balboa St & 28th Ave,Outbound to Ocean Beach,44
3053,31,37.7762199,-122.48755,Balboa St & 28th Ave,Outbound to the Richmond District,8
3053,31AX,37.7762199,-122.48755,Balboa St & 28th Ave,Outbound to Ocean Beach,44
3053,31AX,37.7762199,-122.48755,Balboa St & 28th Ave,Outbound to the Richmond District,8
3054,31,37.77609,-122.4877699,Balboa St & 28th Ave,Inbound to Downtown,11
3054,31,37.77609,-122.4877699,Balboa St & 28th Ave,Inbound to Downtown,11
3054,31AX,37.7760899,-122.48777,Balboa St & 28th Ave,Inbound to Downtown,11
3054,31AX,37.7760899,-122.48777,Balboa St & 28th Ave,Inbound to Downtown,11
3055,31,37.7761099,-122.48996,Balboa St & 30th Ave,Outbound to Ocean Beach,45
3055,31,37.7761099,-122.48996,Balboa St & 30th Ave,Outbound to the Richmond District,9
3055,31AX,37.77611,-122.4899599,Balboa St & 30th Ave,Outbound to Ocean Beach,45
3055,31AX,37.77611,-122.4899599,Balboa St & 30th Ave,Outbound to the Richmond District,9
3056,31,37.77599,-122.4899099,Balboa St & 30th Ave,Inbound to Downtown,10
3056,31,37.77599,-122.4899099,Balboa St & 30th Ave,Inbound to Downtown,10
3056,31AX,37.7759899,-122.48991,Balboa St & 30th Ave,Inbound to Downtown,10
3056,31AX,37.7759899,-122.48991,Balboa St & 30th Ave,Inbound to Downtown,10
3057,31,37.7760199,-122.49184,Balboa St & 32nd Ave,Outbound to Ocean Beach,46
3057,31,37.7760199,-122.49184,Balboa St & 32nd Ave,Outbound to the Richmond District,10
3057,31AX,37.7760199,-122.49184,Balboa St & 32nd Ave,Outbound to Ocean Beach,46
3057,31AX,37.7760199,-122.49184,Balboa St & 32nd Ave,Outbound to the Richmond District,10
3058,31,37.7758899,-122.49206,Balboa St & 32nd Ave,Inbound to Downtown,9
3058,31,37.7758899,-122.49206,Balboa St & 32nd Ave,Inbound to Downtown,9
3058,31AX,37.77589,-122.4920599,Balboa St & 32nd Ave,Inbound to Downtown,9
3058,31AX,37.77589,-122.4920599,Balboa St & 32nd Ave,Inbound to Downtown,9
3059,18,37.7757899,-122.4942,Balboa St & 34th Ave,Inbound to the Richmond District,47
3059,18,37.7757899,-122.4942,Balboa St & 34th Ave,Inbound to Downtown,8
3059,18,37.7757899,-122.4942,Balboa St & 34th Ave,Inbound to Downtown,8
3059,31,37.7757899,-122.4942,Balboa St & 34th Ave,Inbound to the Richmond District,47
3059,31,37.7757899,-122.4942,Balboa St & 34th Ave,Inbound to Downtown,8
3059,31,37.7757899,-122.4942,Balboa St & 34th Ave,Inbound to Downtown,8
3059,31AX,37.77579,-122.4941999,Balboa St & 34th Ave,Inbound to the Richmond District,47
3059,31AX,37.77579,-122.4941999,Balboa St & 34th Ave,Inbound to Downtown,8
3059,31AX,37.77579,-122.4941999,Balboa St & 34th Ave,Inbound to Downtown,8
3060,18,37.7758999,-122.49458,Balboa St & 35th Ave,Outbound to Stonestown,7
3060,18,37.7758999,-122.49458,Balboa St & 35th Ave,Outbound to Ocean Beach,47
3060,18,37.7758999,-122.49458,Balboa St & 35th Ave,Outbound to the Richmond District,11
3060,31,37.7758999,-122.49458,Balboa St & 35th Ave,Outbound to Stonestown,7
3060,31,37.7758999,-122.49458,Balboa St & 35th Ave,Outbound to Ocean Beach,47
3060,31,37.7758999,-122.49458,Balboa St & 35th Ave,Outbound to the Richmond District,11
3060,31AX,37.7759,-122.4945799,Balboa St & 35th Ave,Outbound to Stonestown,7
3060,31AX,37.7759,-122.4945799,Balboa St & 35th Ave,Outbound to Ocean Beach,47
3060,31AX,37.7759,-122.4945799,Balboa St & 35th Ave,Outbound to the Richmond District,11
3061,18,37.77578,-122.4971999,Balboa St & 37th Ave,Outbound to Stonestown,8
3061,18,37.77578,-122.4971999,Balboa St & 37th Ave,Outbound to Ocean Beach,48
3061,18,37.77578,-122.4971999,Balboa St & 37th Ave,Outbound to the Richmond District,12
3061,31,37.7757799,-122.4972,Balboa St & 37th Ave,Outbound to Stonestown,8
3061,31,37.7757799,-122.4972,Balboa St & 37th Ave,Outbound to Ocean Beach,48
3061,31,37.7757799,-122.4972,Balboa St & 37th Ave,Outbound to the Richmond District,12
3061,31AX,37.7757799,-122.4972,Balboa St & 37th Ave,Outbound to Stonestown,8
3061,31AX,37.7757799,-122.4972,Balboa St & 37th Ave,Outbound to Ocean Beach,48
3061,31AX,37.7757799,-122.4972,Balboa St & 37th Ave,Outbound to the Richmond District,12
3062,18,37.7756499,-122.49742,Balboa St & 37th Ave,Inbound to the Richmond District,46
3062,18,37.7756499,-122.49742,Balboa St & 37th Ave,Inbound to Downtown,7
3062,18,37.7756499,-122.49742,Balboa St & 37th Ave,Inbound to Downtown,7
3062,31,37.7756499,-122.49742,Balboa St & 37th Ave,Inbound to the Richmond District,46
3062,31,37.7756499,-122.49742,Balboa St & 37th Ave,Inbound to Downtown,7
3062,31,37.7756499,-122.49742,Balboa St & 37th Ave,Inbound to Downtown,7
3062,31AX,37.77565,-122.4974199,Balboa St & 37th Ave,Inbound to the Richmond District,46
3062,31AX,37.77565,-122.4974199,Balboa St & 37th Ave,Inbound to Downtown,7
3062,31AX,37.77565,-122.4974199,Balboa St & 37th Ave,Inbound to Downtown,7
3063,18,37.7756399,-122.5004,Balboa St & 40th Ave,Outbound to Stonestown,9
3063,18,37.7756399,-122.5004,Balboa St & 40th Ave,Outbound to Ocean Beach,49
3063,18,37.7756399,-122.5004,Balboa St & 40th Ave,Outbound to the Richmond District,13
3063,31,37.7756399,-122.5004,Balboa St & 40th Ave,Outbound to Stonestown,9
3063,31,37.7756399,-122.5004,Balboa St & 40th Ave,Outbound to Ocean Beach,49
3063,31,37.7756399,-122.5004,Balboa St & 40th Ave,Outbound to the Richmond District,13
3063,31AX,37.77564,-122.5003999,Balboa St & 40th Ave,Outbound to Stonestown,9
3063,31AX,37.77564,-122.5003999,Balboa St & 40th Ave,Outbound to Ocean Beach,49
3063,31AX,37.77564,-122.5003999,Balboa St & 40th Ave,Outbound to the Richmond District,13
3064,18,37.7754999,-122.50062,Balboa St & 40th Ave,Inbound to the Richmond District,45
3064,18,37.7754999,-122.50062,Balboa St & 40th Ave,Inbound to Downtown,6
3064,18,37.7754999,-122.50062,Balboa St & 40th Ave,Inbound to Downtown,6
3064,31,37.7754999,-122.50062,Balboa St & 40th Ave,Inbound to the Richmond District,45
3064,31,37.7754999,-122.50062,Balboa St & 40th Ave,Inbound to Downtown,6
3064,31,37.7754999,-122.50062,Balboa St & 40th Ave,Inbound to Downtown,6
3064,31AX,37.7754999,-122.50062,Balboa St & 40th Ave,Inbound to the Richmond District,45
3064,31AX,37.7754999,-122.50062,Balboa St & 40th Ave,Inbound to Downtown,6
3064,31AX,37.7754999,-122.50062,Balboa St & 40th Ave,Inbound to Downtown,6
3065,18,37.77548,-122.5036199,Balboa St & 43rd Ave,Outbound to Stonestown,10
3065,18,37.77548,-122.5036199,Balboa St & 43rd Ave,Outbound to Ocean Beach,50
3065,18,37.77548,-122.5036199,Balboa St & 43rd Ave,Outbound to the Richmond District,14
3065,31,37.7754799,-122.50362,Balboa St & 43rd Ave,Outbound to Stonestown,10
3065,31,37.7754799,-122.50362,Balboa St & 43rd Ave,Outbound to Ocean Beach,50
3065,31,37.7754799,-122.50362,Balboa St & 43rd Ave,Outbound to the Richmond District,14
3065,31AX,37.77548,-122.5036199,Balboa St & 43rd Ave,Outbound to Stonestown,10
3065,31AX,37.77548,-122.5036199,Balboa St & 43rd Ave,Outbound to Ocean Beach,50
3065,31AX,37.77548,-122.5036199,Balboa St & 43rd Ave,Outbound to the Richmond District,14
3066,18,37.77535,-122.5038399,Balboa St & 43rd Ave,Inbound to the Richmond District,44
3066,18,37.77535,-122.5038399,Balboa St & 43rd Ave,Inbound to Downtown,5
3066,18,37.77535,-122.5038399,Balboa St & 43rd Ave,Inbound to Downtown,5
3066,31,37.77535,-122.5038399,Balboa St & 43rd Ave,Inbound to the Richmond District,44
3066,31,37.77535,-122.5038399,Balboa St & 43rd Ave,Inbound to Downtown,5
3066,31,37.77535,-122.5038399,Balboa St & 43rd Ave,Inbound to Downtown,5
3066,31AX,37.77535,-122.5038399,Balboa St & 43rd Ave,Inbound to the Richmond District,44
3066,31AX,37.77535,-122.5038399,Balboa St & 43rd Ave,Inbound to Downtown,5
3066,31AX,37.77535,-122.5038399,Balboa St & 43rd Ave,Inbound to Downtown,5
3067,31BX,37.7774699,-122.4588599,Balboa St & Arguello Blvd,Outbound to the Richmond District,9
3067,31BX,37.7774699,-122.4588599,Balboa St & Arguello Blvd,Outbound to Ocean Beach,32
3067,31,37.7774699,-122.4588599,Balboa St & Arguello Blvd,Outbound to the Richmond District,9
3067,31,37.7774699,-122.4588599,Balboa St & Arguello Blvd,Outbound to Ocean Beach,32
3070,31,37.7769,-122.4722299,Balboa St & Park Presidio Blvd,Outbound to Ocean Beach,38
3071,31,37.7767899,-122.47241,Balboa St & Park Presidio Blvd,Inbound to Downtown,17
3071,31,37.7767899,-122.47241,Balboa St & Park Presidio Blvd,Inbound to Downtown,18
3071,31AX,37.7767899,-122.47241,Balboa St & Park Presidio Blvd,Inbound to Downtown,17
3071,31AX,37.7767899,-122.47241,Balboa St & Park Presidio Blvd,Inbound to Downtown,18
3072,30,37.80154,-122.4448,Broderick St & Bay St,Outbound to the Marina District,37
3072,30,37.80154,-122.4448,Broderick St & Bay St,Outbound to Beach & Scott,21
3072,30X,37.80154,-122.4448,Broderick St & Bay St,Outbound to the Marina District,37
3072,30X,37.80154,-122.4448,Broderick St & Bay St,Outbound to Beach & Scott,21
3074,30,37.8034199,-122.4451799,Broderick St & Beach St,Outbound to the Marina District,39
3074,30,37.8034199,-122.4451799,Broderick St & Beach St,Outbound to Beach & Scott,23
3074,30X,37.8034199,-122.4451799,Broderick St & Beach St,Outbound to the Marina District,39
3074,30X,37.8034199,-122.4451799,Broderick St & Beach St,Outbound to Beach & Scott,23
3075,30,37.8006199,-122.4445999,Broderick St & Francisco St,Outbound to the Marina District,36
3075,30,37.8006199,-122.4445999,Broderick St & Francisco St,Outbound to Beach & Scott,20
3075,30X,37.8006199,-122.4445999,Broderick St & Francisco St,Outbound to the Marina District,36
3075,30X,37.8006199,-122.4445999,Broderick St & Francisco St,Outbound to Beach & Scott,20
3076,30,37.80434,-122.44536,Broderick St & Jefferson St,Outbound to the Marina District,40
3077,30,37.8024799,-122.4449799,Broderick St & North Point St,Outbound to the Marina District,38
3077,30,37.8024799,-122.4449799,Broderick St & North Point St,Outbound to Beach & Scott,22
3077,30X,37.8024799,-122.4449799,Broderick St & North Point St,Outbound to the Marina District,38
3077,30X,37.8024799,-122.4449799,Broderick St & North Point St,Outbound to Beach & Scott,22
3082,12,37.79783,-122.4063399,Broadway & Columbus,Outbound to the Mission District,10
3082,12,37.79783,-122.4063399,Broadway & Columbus,Outbound to General Hospital,20
3082,10,37.79783,-122.4063399,Broadway & Columbus,Outbound to the Mission District,10
3082,10,37.79783,-122.4063399,Broadway & Columbus,Outbound to General Hospital,20
3084,12,37.79813,-122.4039599,Broadway & Montgomery St,Outbound to the Mission District,11
3084,12,37.79813,-122.4039599,Broadway & Montgomery St,Outbound to General Hospital,21
3084,10,37.79813,-122.4039599,Broadway & Montgomery St,Outbound to the Mission District,11
